Cluster,Unique Key,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,City,Borough
3,23877306,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10460,BRONX,BRONX
3,26367126,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10452,BRONX,BRONX
2,26728243,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
0,30037253,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10028,NEW YORK,MANHATTAN
1,26294016,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11434,Jamaica,QUEENS
3,34481107,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10453,BRONX,BRONX
1,38383442,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,24132342,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10029,NEW YORK,MANHATTAN
3,37697465,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10460,BRONX,BRONX
1,40581346,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11206,BROOKLYN,BROOKLYN
3,36706919,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10453,BRONX,BRONX
1,45122942,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
3,32087132,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10456,BRONX,BRONX
2,24825955,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,BRONX,BRONX
0,34904377,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,NEW YORK,MANHATTAN
0,38328151,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,BRONX,BRONX
3,41839870,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10456,BRONX,BRONX
2,24206358,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11211,BROOKLYN,BROOKLYN
0,40746213,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
2,24098888,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
2,27232593,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
0,29720288,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,BRONX,BRONX
2,22480475,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
2,23124113,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,RIDGEWOOD,QUEENS
0,24921522,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,BROOKLYN,BROOKLYN
0,25204132,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10029,NEW YORK,MANHATTAN
1,44100494,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
2,33855688,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11224,BROOKLYN,BROOKLYN
2,38169109,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
0,28581582,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10039,NEW YORK,MANHATTAN
3,28115832,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10462,BRONX,BRONX
1,32083626,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11420,South Ozone Park,QUEENS
2,26882930,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10030,NEW YORK,MANHATTAN
2,33494187,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
2,24698689,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
3,33219929,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,29889760,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,NEW YORK,MANHATTAN
0,32152654,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,NEW YORK,MANHATTAN
0,25058179,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,NEW YORK,MANHATTAN
0,37501196,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,NEW YORK,MANHATTAN
2,24846156,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
0,38570278,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11417,OZONE PARK,QUEENS
2,27181998,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
2,24831605,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,RESIDENTIAL BUILDING,11230,BROOKLYN,BROOKLYN
0,31405369,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
0,37095610,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,BROOKLYN,BROOKLYN
0,30689245,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11370,EAST ELMHURST,QUEENS
0,42939802,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11373,ELMHURST,QUEENS
0,23182282,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11694,ROCKAWAY PARK,QUEENS
3,33199469,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,BRONX,BRONX
3,32147551,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,BRONX,BRONX
0,42186346,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,NEW YORK,MANHATTAN
3,39232454,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10456,BRONX,BRONX
2,27446980,Department of Housing Preservation and Development,GENERAL,WINDOWS,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
1,41648482,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11369,East Elmhurst,QUEENS
0,27221816,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
3,41133151,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
2,27705139,Division of Alternative Management,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11238,BROOKLYN,BROOKLYN
3,40621791,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10467,BRONX,BRONX
3,23349895,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10469,BRONX,BRONX
2,41074515,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
0,41347883,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10452,BRONX,BRONX
3,29055296,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,40914157,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,BRONX,BRONX
0,22780657,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,WOODSIDE,QUEENS
0,28714198,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,NEW YORK,MANHATTAN
1,23899809,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11385,RIDGEWOOD,QUEENS
0,26581036,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10035,NEW YORK,MANHATTAN
0,28873628,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,BRONX,BRONX
0,33170014,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,BRONX,BRONX
2,24317513,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
1,37777554,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
0,42007132,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
1,34237636,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11418,Richmond Hill,QUEENS
2,25359999,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10030,NEW YORK,MANHATTAN
0,41714303,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10028,NEW YORK,MANHATTAN
1,41109879,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
3,35366854,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10460,BRONX,BRONX
3,22602471,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
0,29735484,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,BROOKLYN,BROOKLYN
0,23148838,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,SOUTH OZONE PARK,QUEENS
3,40369797,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10460,BRONX,BRONX
3,22444449,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10466,BRONX,BRONX
2,26915797,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,Ridgewood,QUEENS
1,41268817,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
1,29397451,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10003,NEW YORK,MANHATTAN
0,39179174,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
1,27968146,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11418,Richmond Hill,QUEENS
2,26682414,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10469,BRONX,BRONX
2,36042349,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11220,BROOKLYN,BROOKLYN
0,31546525,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
1,29303119,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,33305487,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10037,NEW YORK,MANHATTAN
3,42767429,Department of Housing Preservation and Development,OUTSIDE BUILDING,PAVEMENT,RESIDENTIAL BUILDING,10451,BRONX,BRONX
0,23019257,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,BROOKLYN,BROOKLYN
0,27364755,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,NEW YORK,MANHATTAN
1,25627909,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
0,28789898,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10025,NEW YORK,MANHATTAN
2,22814627,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10461,BRONX,BRONX
0,30739733,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,NEW YORK,MANHATTAN
1,29108930,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11372,Jackson Heights,QUEENS
2,33126437,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
2,26779925,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,BRONX,BRONX
3,38746426,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10457,BRONX,BRONX
2,22511675,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11377,WOODSIDE,QUEENS
3,31677486,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461,BRONX,BRONX
0,41535718,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,BRONX,BRONX
3,25527904,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,RESIDENTIAL BUILDING,10458,BRONX,BRONX
2,25777855,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
1,31692871,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11422,Rosedale,QUEENS
2,29308528,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11230,BROOKLYN,BROOKLYN
1,27670244,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
2,27323124,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11222,BROOKLYN,BROOKLYN
2,40242122,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11230,BROOKLYN,BROOKLYN
3,34111393,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,BRONX,BRONX
1,33128275,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
0,28286895,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,BRONX,BRONX
3,43588456,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10452,BRONX,BRONX
2,24862828,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11106,Astoria,QUEENS
0,28004297,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
0,43802292,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10025,NEW YORK,MANHATTAN
1,37855032,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
2,25808211,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
1,32911246,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
1,29163283,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10301,STATEN ISLAND,STATEN ISLAND
3,32356017,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,37282524,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,BRONX,BRONX
